user_id,article_1,article_2,article_3,article_4,article_5
200146,1,2,3,4,5
200147,1,2,3,4,5
200148,1,2,3,4,5
200149,1,2,3,4,5
200150,1,2,3,4,5
200151,1,2,3,4,5
200152,1,2,3,4,5
200153,1,2,3,4,5
200154,1,2,3,4,5
200155,1,2,3,4,5
200156,1,2,3,4,5
200157,1,2,3,4,5
200158,1,2,3,4,5
200159,1,2,3,4,5
200160,1,2,3,4,5
200161,1,2,3,4,5
200162,1,2,3,4,5
200163,1,2,3,4,5
200164,1,2,3,4,5
200165,1,2,3,4,5
200166,1,2,3,4,5
200167,1,2,3,4,5
200168,1,2,3,4,5
200169,1,2,3,4,5
200170,1,2,3,4,5
200171,1,2,3,4,5
200172,1,2,3,4,5
200173,1,2,3,4,5
200174,1,2,3,4,5
200175,1,2,3,4,5
200176,1,2,3,4,5
200177,1,2,3,4,5
200178,1,2,3,4,5
200179,1,2,3,4,5
200180,1,2,3,4,5
200181,1,2,3,4,5
200182,1,2,3,4,5
200183,1,2,3,4,5
200184,1,2,3,4,5
200185,1,2,3,4,5
200186,1,2,3,4,5
200187,1,2,3,4,5
200188,1,2,3,4,5
200189,1,2,3,4,5
200190,1,2,3,4,5
200191,1,2,3,4,5
200192,1,2,3,4,5
200193,1,2,3,4,5
200194,1,2,3,4,5
200195,1,2,3,4,5
200196,1,2,3,4,5
200197,1,2,3,4,5
200198,1,2,3,4,5
200199,1,2,3,4,5
200200,1,2,3,4,5
200201,1,2,3,4,5
200202,1,2,3,4,5
200203,1,2,3,4,5
200204,1,2,3,4,5
200205,1,2,3,4,5
200206,1,2,3,4,5
200207,1,2,3,4,5
200208,1,2,3,4,5
200209,1,2,3,4,5
200210,1,2,3,4,5
200211,1,2,3,4,5
200212,1,2,3,4,5
200213,1,2,3,4,5
200214,1,2,3,4,5
200215,1,2,3,4,5
200216,1,2,3,4,5
200217,1,2,3,4,5
200218,1,2,3,4,5
200219,1,2,3,4,5
200220,1,2,3,4,5
200221,1,2,3,4,5
200222,1,2,3,4,5
200223,1,2,3,4,5
200224,1,2,3,4,5
200225,1,2,3,4,5
200226,1,2,3,4,5
200227,1,2,3,4,5
200228,1,2,3,4,5
200229,1,2,3,4,5
200230,1,2,3,4,5
200231,1,2,3,4,5
200232,1,2,3,4,5
200233,1,2,3,4,5
200234,1,2,3,4,5
200235,1,2,3,4,5
200236,1,2,3,4,5
200237,1,2,3,4,5
200238,1,2,3,4,5
200239,1,2,3,4,5
200240,1,2,3,4,5
200241,1,2,3,4,5
200242,1,2,3,4,5
200243,1,2,3,4,5
200244,1,2,3,4,5
200245,1,2,3,4,5
200246,1,2,3,4,5
200247,1,2,3,4,5
200248,1,2,3,4,5
200249,1,2,3,4,5
200250,1,2,3,4,5
200251,1,2,3,4,5
200252,1,2,3,4,5
200253,1,2,3,4,5
200254,1,2,3,4,5
200255,1,2,3,4,5
200256,1,2,3,4,5
200257,1,2,3,4,5
200258,1,2,3,4,5
200259,1,2,3,4,5
200260,1,2,3,4,5
200261,1,2,3,4,5
200262,1,2,3,4,5
200263,1,2,3,4,5
200264,1,2,3,4,5
200265,1,2,3,4,5
200266,1,2,3,4,5
200267,1,2,3,4,5
200268,1,2,3,4,5
200269,1,2,3,4,5
200270,1,2,3,4,5
200271,1,2,3,4,5
200272,1,2,3,4,5
200273,1,2,3,4,5
200274,1,2,3,4,5
200275,1,2,3,4,5
200276,1,2,3,4,5
200277,1,2,3,4,5
200278,1,2,3,4,5
200279,1,2,3,4,5
200280,1,2,3,4,5
200281,1,2,3,4,5
200282,1,2,3,4,5
200283,1,2,3,4,5
200284,1,2,3,4,5
200285,1,2,3,4,5
200286,1,2,3,4,5
200287,1,2,3,4,5
200288,1,2,3,4,5
200289,1,2,3,4,5
200290,1,2,3,4,5
200291,1,2,3,4,5
200292,1,2,3,4,5
200293,1,2,3,4,5
200294,1,2,3,4,5
200295,1,2,3,4,5
200296,1,2,3,4,5
200297,1,2,3,4,5
200298,1,2,3,4,5
200299,1,2,3,4,5
200300,1,2,3,4,5
200301,1,2,3,4,5
200302,1,2,3,4,5
200303,1,2,3,4,5
200304,1,2,3,4,5
200305,1,2,3,4,5
200306,1,2,3,4,5
200307,1,2,3,4,5
200308,1,2,3,4,5
200309,1,2,3,4,5
200310,1,2,3,4,5
200311,1,2,3,4,5
200312,1,2,3,4,5
200313,1,2,3,4,5
200314,1,2,3,4,5
200315,1,2,3,4,5
200316,1,2,3,4,5
200317,1,2,3,4,5
200318,1,2,3,4,5
200319,1,2,3,4,5
200320,1,2,3,4,5
200321,1,2,3,4,5
200322,1,2,3,4,5
200323,1,2,3,4,5
200324,1,2,3,4,5
200325,1,2,3,4,5
200326,1,2,3,4,5
200327,1,2,3,4,5
200328,1,2,3,4,5
200329,1,2,3,4,5
200330,1,2,3,4,5
200331,1,2,3,4,5
200332,1,2,3,4,5
200333,1,2,3,4,5
200334,1,2,3,4,5
200335,1,2,3,4,5
200336,1,2,3,4,5
200337,1,2,3,4,5
200338,1,2,3,4,5
200339,1,2,3,4,5
200340,1,2,3,4,5
200341,1,2,3,4,5
200342,1,2,3,4,5
200343,1,2,3,4,5
200344,1,2,3,4,5
200345,1,2,3,4,5
200346,1,2,3,4,5
200347,1,2,3,4,5
200348,1,2,3,4,5
200349,1,2,3,4,5
200350,1,2,3,4,5
200351,1,2,3,4,5
200352,1,2,3,4,5
200353,1,2,3,4,5
200354,1,2,3,4,5
200355,1,2,3,4,5
200356,1,2,3,4,5
200357,1,2,3,4,5
200358,1,2,3,4,5
200359,1,2,3,4,5
200360,1,2,3,4,5
200361,1,2,3,4,5
200362,1,2,3,4,5
200363,1,2,3,4,5
200364,1,2,3,4,5
200365,1,2,3,4,5
200366,1,2,3,4,5
200367,1,2,3,4,5
200368,1,2,3,4,5
200369,1,2,3,4,5
200370,1,2,3,4,5
200371,1,2,3,4,5
200372,1,2,3,4,5
200373,1,2,3,4,5
200374,1,2,3,4,5
200375,1,2,3,4,5
200376,1,2,3,4,5
200377,1,2,3,4,5
200378,1,2,3,4,5
200379,1,2,3,4,5
200380,1,2,3,4,5
200381,1,2,3,4,5
200382,1,2,3,4,5
200383,1,2,3,4,5
200384,1,2,3,4,5
200385,1,2,3,4,5
200386,1,2,3,4,5
200387,1,2,3,4,5
200388,1,2,3,4,5
200389,1,2,3,4,5
200390,1,2,3,4,5
200391,1,2,3,4,5
200392,1,2,3,4,5
200393,1,2,3,4,5
200394,1,2,3,4,5
200395,1,2,3,4,5
200396,1,2,3,4,5
200397,1,2,3,4,5
200398,1,2,3,4,5
200399,1,2,3,4,5
200400,1,2,3,4,5
200401,1,2,3,4,5
200402,1,2,3,4,5
200403,1,2,3,4,5
200404,1,2,3,4,5
200405,1,2,3,4,5
200406,1,2,3,4,5
200407,1,2,3,4,5
200408,1,2,3,4,5
200409,1,2,3,4,5
200410,1,2,3,4,5
200411,1,2,3,4,5
200412,1,2,3,4,5
200413,1,2,3,4,5
200414,1,2,3,4,5
200415,1,2,3,4,5
200416,1,2,3,4,5
200417,1,2,3,4,5
200418,1,2,3,4,5
200419,1,2,3,4,5
200420,1,2,3,4,5
200421,1,2,3,4,5
200422,1,2,3,4,5
200423,1,2,3,4,5
200424,1,2,3,4,5
200425,1,2,3,4,5
200426,1,2,3,4,5
200427,1,2,3,4,5
200428,1,2,3,4,5
200429,1,2,3,4,5
200430,1,2,3,4,5
200431,1,2,3,4,5
200432,1,2,3,4,5
200433,1,2,3,4,5
200434,1,2,3,4,5
200435,1,2,3,4,5
200436,1,2,3,4,5
200437,1,2,3,4,5
200438,1,2,3,4,5
200439,1,2,3,4,5
200440,1,2,3,4,5
200441,1,2,3,4,5
200442,1,2,3,4,5
200443,1,2,3,4,5
200444,1,2,3,4,5
200445,1,2,3,4,5
200446,1,2,3,4,5
200447,1,2,3,4,5
200448,1,2,3,4,5
200449,1,2,3,4,5
200450,1,2,3,4,5
200451,1,2,3,4,5
200452,1,2,3,4,5
200453,1,2,3,4,5
200454,1,2,3,4,5
200455,1,2,3,4,5
200456,1,2,3,4,5
200457,1,2,3,4,5
200458,1,2,3,4,5
200459,1,2,3,4,5
200460,1,2,3,4,5
200461,1,2,3,4,5
200462,1,2,3,4,5
200463,1,2,3,4,5
200464,1,2,3,4,5
200465,1,2,3,4,5
200466,1,2,3,4,5
200467,1,2,3,4,5
200468,1,2,3,4,5
200469,1,2,3,4,5
200470,1,2,3,4,5
200471,1,2,3,4,5
200472,1,2,3,4,5
200473,1,2,3,4,5
200474,1,2,3,4,5
200475,1,2,3,4,5
200476,1,2,3,4,5
200477,1,2,3,4,5
200478,1,2,3,4,5
200479,1,2,3,4,5
200480,1,2,3,4,5
200481,1,2,3,4,5
200482,1,2,3,4,5
200483,1,2,3,4,5
200484,1,2,3,4,5
200485,1,2,3,4,5
200486,1,2,3,4,5
200487,1,2,3,4,5
200488,1,2,3,4,5
200489,1,2,3,4,5
200490,1,2,3,4,5
200491,1,2,3,4,5
200492,1,2,3,4,5
200493,1,2,3,4,5
200494,1,2,3,4,5
200495,1,2,3,4,5
200496,1,2,3,4,5
200497,1,2,3,4,5
200498,1,2,3,4,5
200499,1,2,3,4,5
200500,1,2,3,4,5
200501,1,2,3,4,5
200502,1,2,3,4,5
200503,1,2,3,4,5
200504,1,2,3,4,5
200505,1,2,3,4,5
200506,1,2,3,4,5
200507,1,2,3,4,5
200508,1,2,3,4,5
200509,1,2,3,4,5
200510,1,2,3,4,5
200511,1,2,3,4,5
200512,1,2,3,4,5
200513,1,2,3,4,5
200514,1,2,3,4,5
200515,1,2,3,4,5
200516,1,2,3,4,5
200517,1,2,3,4,5
200518,1,2,3,4,5
200519,1,2,3,4,5
200520,1,2,3,4,5
200521,1,2,3,4,5
200522,1,2,3,4,5
200523,1,2,3,4,5
200524,1,2,3,4,5
200525,1,2,3,4,5
200526,1,2,3,4,5
200527,1,2,3,4,5
200528,1,2,3,4,5
200529,1,2,3,4,5
200530,1,2,3,4,5
200531,1,2,3,4,5
200532,1,2,3,4,5
200533,1,2,3,4,5
200534,1,2,3,4,5
200535,1,2,3,4,5
200536,1,2,3,4,5
200537,1,2,3,4,5
200538,1,2,3,4,5
200539,1,2,3,4,5
200540,1,2,3,4,5
200541,1,2,3,4,5
200542,1,2,3,4,5
200543,1,2,3,4,5
200544,1,2,3,4,5
200545,1,2,3,4,5
200546,1,2,3,4,5
200547,1,2,3,4,5
200548,1,2,3,4,5
200549,1,2,3,4,5
200550,1,2,3,4,5
200551,1,2,3,4,5
200552,1,2,3,4,5
200553,1,2,3,4,5
200554,1,2,3,4,5
200555,1,2,3,4,5
200556,1,2,3,4,5
200557,1,2,3,4,5
200558,1,2,3,4,5
200559,1,2,3,4,5
200560,1,2,3,4,5
200561,1,2,3,4,5
200562,1,2,3,4,5
200563,1,2,3,4,5
200564,1,2,3,4,5
200565,1,2,3,4,5
200566,1,2,3,4,5
200567,1,2,3,4,5
200568,1,2,3,4,5
200569,1,2,3,4,5
200570,1,2,3,4,5
200571,1,2,3,4,5
200572,1,2,3,4,5
200573,1,2,3,4,5
200574,1,2,3,4,5
200575,1,2,3,4,5
200576,1,2,3,4,5
200577,1,2,3,4,5
200578,1,2,3,4,5
200579,1,2,3,4,5
200580,1,2,3,4,5
200581,1,2,3,4,5
200582,1,2,3,4,5
200583,1,2,3,4,5
200584,1,2,3,4,5
200585,1,2,3,4,5
200586,1,2,3,4,5
200587,1,2,3,4,5
200588,1,2,3,4,5
200589,1,2,3,4,5
200590,1,2,3,4,5
200591,1,2,3,4,5
200592,1,2,3,4,5
200593,1,2,3,4,5
200594,1,2,3,4,5
200595,1,2,3,4,5
200596,1,2,3,4,5
200597,1,2,3,4,5
200598,1,2,3,4,5
200599,1,2,3,4,5
200600,1,2,3,4,5
200601,1,2,3,4,5
200602,1,2,3,4,5
200603,1,2,3,4,5
200604,1,2,3,4,5
200605,1,2,3,4,5
200606,1,2,3,4,5
200607,1,2,3,4,5
200608,1,2,3,4,5
200609,1,2,3,4,5
200610,1,2,3,4,5
200611,1,2,3,4,5
200612,1,2,3,4,5
200613,1,2,3,4,5
200614,1,2,3,4,5
200615,1,2,3,4,5
200616,1,2,3,4,5
200617,1,2,3,4,5
200618,1,2,3,4,5
200619,1,2,3,4,5
200620,1,2,3,4,5
200621,1,2,3,4,5
200622,1,2,3,4,5
200623,1,2,3,4,5
200624,1,2,3,4,5
200625,1,2,3,4,5
200626,1,2,3,4,5
200627,1,2,3,4,5
200628,1,2,3,4,5
200629,1,2,3,4,5
200630,1,2,3,4,5
200631,1,2,3,4,5
200632,1,2,3,4,5
200633,1,2,3,4,5
200634,1,2,3,4,5
200635,1,2,3,4,5
200636,1,2,3,4,5
200637,1,2,3,4,5
200638,1,2,3,4,5
200639,1,2,3,4,5
200640,1,2,3,4,5
200641,1,2,3,4,5
200642,1,2,3,4,5
200643,1,2,3,4,5
200644,1,2,3,4,5
200645,1,2,3,4,5
200646,1,2,3,4,5
200647,1,2,3,4,5
200648,1,2,3,4,5
200649,1,2,3,4,5
200650,1,2,3,4,5
200651,1,2,3,4,5
200652,1,2,3,4,5
200653,1,2,3,4,5
200654,1,2,3,4,5
200655,1,2,3,4,5
200656,1,2,3,4,5
200657,1,2,3,4,5
200658,1,2,3,4,5
200659,1,2,3,4,5
200660,1,2,3,4,5
200661,1,2,3,4,5
200662,1,2,3,4,5
200663,1,2,3,4,5
200664,1,2,3,4,5
200665,1,2,3,4,5
200666,1,2,3,4,5
200667,1,2,3,4,5
200668,1,2,3,4,5
200669,1,2,3,4,5
200670,1,2,3,4,5
200671,1,2,3,4,5
200672,1,2,3,4,5
200673,1,2,3,4,5
200674,1,2,3,4,5
200675,1,2,3,4,5
200676,1,2,3,4,5
200677,1,2,3,4,5
200678,1,2,3,4,5
200679,1,2,3,4,5
200680,1,2,3,4,5
200681,1,2,3,4,5
200682,1,2,3,4,5
200683,1,2,3,4,5
200684,1,2,3,4,5
200685,1,2,3,4,5
200686,1,2,3,4,5
200687,1,2,3,4,5
200688,1,2,3,4,5
200689,1,2,3,4,5
200690,1,2,3,4,5
200691,1,2,3,4,5
200692,1,2,3,4,5
200693,1,2,3,4,5
200694,1,2,3,4,5
200695,1,2,3,4,5
200696,1,2,3,4,5
200697,1,2,3,4,5
200698,1,2,3,4,5
200699,1,2,3,4,5
200700,1,2,3,4,5
200701,1,2,3,4,5
200702,1,2,3,4,5
200703,1,2,3,4,5
200704,1,2,3,4,5
200705,1,2,3,4,5
200706,1,2,3,4,5
200707,1,2,3,4,5
200708,1,2,3,4,5
200709,1,2,3,4,5
200710,1,2,3,4,5
200711,1,2,3,4,5
200712,1,2,3,4,5
200713,1,2,3,4,5
200714,1,2,3,4,5
200715,1,2,3,4,5
200716,1,2,3,4,5
200717,1,2,3,4,5
200718,1,2,3,4,5
200719,1,2,3,4,5
200720,1,2,3,4,5
200721,1,2,3,4,5
200722,1,2,3,4,5
200723,1,2,3,4,5
200724,1,2,3,4,5
200725,1,2,3,4,5
200726,1,2,3,4,5
200727,1,2,3,4,5
200728,1,2,3,4,5
200729,1,2,3,4,5
200730,1,2,3,4,5
200731,1,2,3,4,5
200732,1,2,3,4,5
200733,1,2,3,4,5
200734,1,2,3,4,5
200735,1,2,3,4,5
200736,1,2,3,4,5
200737,1,2,3,4,5
200738,1,2,3,4,5
200739,1,2,3,4,5
200740,1,2,3,4,5
200741,1,2,3,4,5
200742,1,2,3,4,5
200743,1,2,3,4,5
200744,1,2,3,4,5
200745,1,2,3,4,5
200746,1,2,3,4,5
200747,1,2,3,4,5
200748,1,2,3,4,5
200749,1,2,3,4,5
200750,1,2,3,4,5
200751,1,2,3,4,5
200752,1,2,3,4,5
200753,1,2,3,4,5
200754,1,2,3,4,5
200755,1,2,3,4,5
200756,1,2,3,4,5
200757,1,2,3,4,5
200758,1,2,3,4,5
200759,1,2,3,4,5
200760,1,2,3,4,5
200761,1,2,3,4,5
200762,1,2,3,4,5
200763,1,2,3,4,5
200764,1,2,3,4,5
200765,1,2,3,4,5
200766,1,2,3,4,5
200767,1,2,3,4,5
200768,1,2,3,4,5
200769,1,2,3,4,5
200770,1,2,3,4,5
200771,1,2,3,4,5
200772,1,2,3,4,5
200773,1,2,3,4,5
200774,1,2,3,4,5
200775,1,2,3,4,5
200776,1,2,3,4,5
200777,1,2,3,4,5
200778,1,2,3,4,5
200779,1,2,3,4,5
200780,1,2,3,4,5
200781,1,2,3,4,5
200782,1,2,3,4,5
200783,1,2,3,4,5
200784,1,2,3,4,5
200785,1,2,3,4,5
200786,1,2,3,4,5
200787,1,2,3,4,5
200788,1,2,3,4,5
200789,1,2,3,4,5
200790,1,2,3,4,5
200791,1,2,3,4,5
200792,1,2,3,4,5
200793,1,2,3,4,5
200794,1,2,3,4,5
200795,1,2,3,4,5
200796,1,2,3,4,5
200797,1,2,3,4,5
200798,1,2,3,4,5
200799,1,2,3,4,5
200800,1,2,3,4,5
200801,1,2,3,4,5
200802,1,2,3,4,5
200803,1,2,3,4,5
200804,1,2,3,4,5
200805,1,2,3,4,5
200806,1,2,3,4,5
200807,1,2,3,4,5
200808,1,2,3,4,5
200809,1,2,3,4,5
200810,1,2,3,4,5
200811,1,2,3,4,5
200812,1,2,3,4,5
200813,1,2,3,4,5
200814,1,2,3,4,5
200815,1,2,3,4,5
200816,1,2,3,4,5
200817,1,2,3,4,5
200818,1,2,3,4,5
200819,1,2,3,4,5
200820,1,2,3,4,5
200821,1,2,3,4,5
200822,1,2,3,4,5
200823,1,2,3,4,5
200824,1,2,3,4,5
200825,1,2,3,4,5
200826,1,2,3,4,5
200827,1,2,3,4,5
200828,1,2,3,4,5
200829,1,2,3,4,5
200830,1,2,3,4,5
200831,1,2,3,4,5
200832,1,2,3,4,5
200833,1,2,3,4,5
200834,1,2,3,4,5
200835,1,2,3,4,5
200836,1,2,3,4,5
200837,1,2,3,4,5
200838,1,2,3,4,5
200839,1,2,3,4,5
200840,1,2,3,4,5
200841,1,2,3,4,5
200842,1,2,3,4,5
200843,1,2,3,4,5
200844,1,2,3,4,5
200845,1,2,3,4,5
200846,1,2,3,4,5
200847,1,2,3,4,5
200848,1,2,3,4,5
200849,1,2,3,4,5
200850,1,2,3,4,5
200851,1,2,3,4,5
200852,1,2,3,4,5
200853,1,2,3,4,5
200854,1,2,3,4,5
200855,1,2,3,4,5
200856,1,2,3,4,5
200857,1,2,3,4,5
200858,1,2,3,4,5
200859,1,2,3,4,5
200860,1,2,3,4,5
200861,1,2,3,4,5
200862,1,2,3,4,5
200863,1,2,3,4,5
200864,1,2,3,4,5
200865,1,2,3,4,5
200866,1,2,3,4,5
200867,1,2,3,4,5
200868,1,2,3,4,5
200869,1,2,3,4,5
200870,1,2,3,4,5
200871,1,2,3,4,5
200872,1,2,3,4,5
200873,1,2,3,4,5
200874,1,2,3,4,5
200875,1,2,3,4,5
200876,1,2,3,4,5
200877,1,2,3,4,5
200878,1,2,3,4,5
200879,1,2,3,4,5
200880,1,2,3,4,5
200881,1,2,3,4,5
200882,1,2,3,4,5
200883,1,2,3,4,5
200884,1,2,3,4,5
200885,1,2,3,4,5
200886,1,2,3,4,5
200887,1,2,3,4,5
200888,1,2,3,4,5
200889,1,2,3,4,5
200890,1,2,3,4,5
200891,1,2,3,4,5
200892,1,2,3,4,5
200893,1,2,3,4,5
200894,1,2,3,4,5
200895,1,2,3,4,5
200896,1,2,3,4,5
200897,1,2,3,4,5
200898,1,2,3,4,5
200899,1,2,3,4,5
200900,1,2,3,4,5
200901,1,2,3,4,5
200902,1,2,3,4,5
200903,1,2,3,4,5
200904,1,2,3,4,5
200905,1,2,3,4,5
200906,1,2,3,4,5
200907,1,2,3,4,5
200908,1,2,3,4,5
200909,1,2,3,4,5
200910,1,2,3,4,5
200911,1,2,3,4,5
200912,1,2,3,4,5
200913,1,2,3,4,5
200914,1,2,3,4,5
200915,1,2,3,4,5
200916,1,2,3,4,5
200917,1,2,3,4,5
200918,1,2,3,4,5
200919,1,2,3,4,5
200920,1,2,3,4,5
200921,1,2,3,4,5
200922,1,2,3,4,5
200923,1,2,3,4,5
200924,1,2,3,4,5
200925,1,2,3,4,5
200926,1,2,3,4,5
200927,1,2,3,4,5
200928,1,2,3,4,5
200929,1,2,3,4,5
200930,1,2,3,4,5
200931,1,2,3,4,5
200932,1,2,3,4,5
200933,1,2,3,4,5
200934,1,2,3,4,5
200935,1,2,3,4,5
200936,1,2,3,4,5
200937,1,2,3,4,5
200938,1,2,3,4,5
200939,1,2,3,4,5
200940,1,2,3,4,5
200941,1,2,3,4,5
200942,1,2,3,4,5
200943,1,2,3,4,5
200944,1,2,3,4,5
200945,1,2,3,4,5
200946,1,2,3,4,5
200947,1,2,3,4,5
200948,1,2,3,4,5
200949,1,2,3,4,5
200950,1,2,3,4,5
200951,1,2,3,4,5
200952,1,2,3,4,5
200953,1,2,3,4,5
200954,1,2,3,4,5
200955,1,2,3,4,5
200956,1,2,3,4,5
200957,1,2,3,4,5
200958,1,2,3,4,5
200959,1,2,3,4,5
200960,1,2,3,4,5
200961,1,2,3,4,5
200962,1,2,3,4,5
200963,1,2,3,4,5
200964,1,2,3,4,5
200965,1,2,3,4,5
200966,1,2,3,4,5
200967,1,2,3,4,5
200968,1,2,3,4,5
200969,1,2,3,4,5
200970,1,2,3,4,5
200971,1,2,3,4,5
200972,1,2,3,4,5
200973,1,2,3,4,5
200974,1,2,3,4,5
200975,1,2,3,4,5
200976,1,2,3,4,5
200977,1,2,3,4,5
200978,1,2,3,4,5
200979,1,2,3,4,5
200980,1,2,3,4,5
200981,1,2,3,4,5
200982,1,2,3,4,5
200983,1,2,3,4,5
200984,1,2,3,4,5
200985,1,2,3,4,5
200986,1,2,3,4,5
200987,1,2,3,4,5
200988,1,2,3,4,5
200989,1,2,3,4,5
200990,1,2,3,4,5
200991,1,2,3,4,5
200992,1,2,3,4,5
200993,1,2,3,4,5
200994,1,2,3,4,5
200995,1,2,3,4,5
200996,1,2,3,4,5
200997,1,2,3,4,5
200998,1,2,3,4,5
200999,1,2,3,4,5
201000,1,2,3,4,5
201001,1,2,3,4,5
201002,1,2,3,4,5
201003,1,2,3,4,5
201004,1,2,3,4,5
201005,1,2,3,4,5
201006,1,2,3,4,5
201007,1,2,3,4,5
201008,1,2,3,4,5
201009,1,2,3,4,5
201010,1,2,3,4,5
201011,1,2,3,4,5
201012,1,2,3,4,5
201013,1,2,3,4,5
201014,1,2,3,4,5
201015,1,2,3,4,5
201016,1,2,3,4,5
201017,1,2,3,4,5
201018,1,2,3,4,5
201019,1,2,3,4,5
201020,1,2,3,4,5
201021,1,2,3,4,5
201022,1,2,3,4,5
201023,1,2,3,4,5
201024,1,2,3,4,5
201025,1,2,3,4,5
201026,1,2,3,4,5
201027,1,2,3,4,5
201028,1,2,3,4,5
201029,1,2,3,4,5
201030,1,2,3,4,5
201031,1,2,3,4,5
201032,1,2,3,4,5
201033,1,2,3,4,5
201034,1,2,3,4,5
201035,1,2,3,4,5
201036,1,2,3,4,5
201037,1,2,3,4,5
201038,1,2,3,4,5
201039,1,2,3,4,5
201040,1,2,3,4,5
201041,1,2,3,4,5
201042,1,2,3,4,5
201043,1,2,3,4,5
201044,1,2,3,4,5
201045,1,2,3,4,5
201046,1,2,3,4,5
201047,1,2,3,4,5
201048,1,2,3,4,5
201049,1,2,3,4,5
201050,1,2,3,4,5
201051,1,2,3,4,5
201052,1,2,3,4,5
201053,1,2,3,4,5
201054,1,2,3,4,5
201055,1,2,3,4,5
201056,1,2,3,4,5
201057,1,2,3,4,5
201058,1,2,3,4,5
201059,1,2,3,4,5
201060,1,2,3,4,5
201061,1,2,3,4,5
201062,1,2,3,4,5
201063,1,2,3,4,5
201064,1,2,3,4,5
201065,1,2,3,4,5
201066,1,2,3,4,5
201067,1,2,3,4,5
201068,1,2,3,4,5
201069,1,2,3,4,5
201070,1,2,3,4,5
201071,1,2,3,4,5
201072,1,2,3,4,5
